filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
ASSET_PLACEMENT.txt,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/cards/placeholders/ASSET_PLACEMENT.txt,txt,Website,Website source or deployed/static asset,2026-05-28T16:42:56-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/cards/placeholders/ASSET_PLACEMENT.txt,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/cards/placeholders/ASSET_PLACEMENT.txt,CODEX_DRAGON_WORKING_COPY,3066,84109aec7094959988565334a1f5b1e0c9f4b07ba83fd06ed18f6e387660a92f
angel-collection.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/angel-collection.png,png,Website,Website source or deployed/static asset,2026-06-20T15:27:09-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/angel-collection.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/angel-collection.png,CODEX_DRAGON_WORKING_COPY,3255599,c78b4732561090c44153e7768b43c6bb208f04bef1c96ea9965b043a6699715e
ann-encounter.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/ann-encounter.png,png,Website,Website source or deployed/static asset,2026-06-26T14:02:46-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-encounter.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-encounter.png,CODEX_DRAGON_WORKING_COPY,2250126,c42248a9cd7784ef9fa7bda72f86cc84d44c7d05d099d36d9d6edd219aeae9fc
ann-motif.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/ann-motif.png,png,Website,Website source or deployed/static asset,2026-06-26T12:27:20-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-motif.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-motif.png,CODEX_DRAGON_WORKING_COPY,2074596,2e0a272a7ca916d7f25ae70c3701fdd50e0a2e07e9205caaa43c8845823ab994
ann-poems-page.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/ann-poems-page.png,png,Website,Website source or deployed/static asset,2026-06-26T13:39:46-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-poems-page.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-poems-page.png,CODEX_DRAGON_WORKING_COPY,2396705,7e40b1f1f1e89b5992e03f86194f9020bfaa3b3ce371d80df52ed01bde3e813c
AwakenArts-Collection-Image.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/AwakenArts-Collection-Image.png,png,Website,Website source or deployed/static asset,2026-06-24T12:12:51-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/AwakenArts-Collection-Image.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/AwakenArts-Collection-Image.png,CODEX_DRAGON_WORKING_COPY,2105108,f4c3ecb8960ad984be4fb7b0ed30cf524d566666c57864558d8af66b16f91168
ballerina-collection.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/ballerina-collection.png,png,Website,Website source or deployed/static asset,2026-06-20T15:27:09-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/ballerina-collection.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/ballerina-collection.png,CODEX_DRAGON_WORKING_COPY,2458659,f48ba9f923f8b00a09a909fc74b1ecb28823aefb55f424c829192f3f8106c098
chess-collection.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/chess-collection.png,png,Website,Website source or deployed/static asset,2026-06-20T15:27:09-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/chess-collection.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/chess-collection.png,CODEX_DRAGON_WORKING_COPY,2274543,4c37ae14f9ddf7435639013d8447e7b55a6b793179da7fb16226d168a198241e
collection-banner-02.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/collection-banner-02.png,png,Website,Website source or deployed/static asset,2026-07-14T16:01:24-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-banner-02.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-banner-02.png,CODEX_DRAGON_WORKING_COPY,2426000,63ddb78dcac9e35a923b57c49fc3f1f63945da9779b0ffe66c746b74433c0ab3
collection-banner-1400.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/collection-banner-1400.png,png,Website,Website source or deployed/static asset,2026-06-24T13:03:23-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/images/01_Master_Poem/collection-banner.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/images/01_Master_Poem/collection-banner.png,CODEX_DRAGON_WORKING_COPY,1026404,8917d88a97f8f7b3e965b828b01992e63830d2daf6f41665315e2dc81b914374
collection-cover-clean.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/collection-cover-clean.png,png,Website,Website source or deployed/static asset,2026-07-14T20:22:25-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-cover-clean.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-cover-clean.png,CODEX_DRAGON_WORKING_COPY,1739793,c032ac2e5066f9806de169239da8cbc6af2ab2b0b3c04a772c5a9c67dca2d0d0
collection-cover.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/collection-cover.jpg,jpg,Website,Website source or deployed/static asset,2026-07-14T17:36:11-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-cover.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/collection-cover.jpg,CODEX_DRAGON_WORKING_COPY,494906,3f5ffce42e40bd2b06d81110bc4d20f7db75b9a92ba5ba78145c4764463e6bde
connection-all.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/connection-all.png,png,Website,Website source or deployed/static asset,2026-05-31T09:49:20-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/connection-all.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/connection-all.png,CODEX_DRAGON_WORKING_COPY,3034346,308907c1d129259b566ccda507d83c2092fa0aedd9dc86a68972dd687cdb0d7c
dragon-collection.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/dragon-collection.png,png,Website,Website source or deployed/static asset,2026-06-20T15:27:09-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/dragon-collection.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/archive/deprecated/collection/dragon-collection.png,CODEX_DRAGON_WORKING_COPY,2987558,0abae9d71c162e106f3d02abad0dfb9d24fe0c40026e0a624b1a4a94c0e1b05a
recognition-revision.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/recognition-revision.png,png,Website,Website source or deployed/static asset,2026-06-27T13:15:46-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/recognition-revision.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/recognition-revision.png,CODEX_DRAGON_WORKING_COPY,558856,a64c2f64f62f39293ac6720b6ea927ef14c3dffec0096f152693cbc3bb75ea2f
recognition-sample.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/recognition-sample.png,png,Website,Website source or deployed/static asset,2026-06-24T15:50:24-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/recognition-sample.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/recognition-sample.png,CODEX_DRAGON_WORKING_COPY,1972754,81003fc9a3a831cc8c6b4c8326449ffb58cf723f2258c273035712294cfeb2de
Workbook-Image.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/collection/Workbook-Image.png,png,Website,Website source or deployed/static asset,2026-06-12T12:19:06-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Source_Assets/Workbook-Image.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Source_Assets/Workbook-Image.png,CODEX_DRAGON_WORKING_COPY,3254172,46272a9eba42f828f01d984edc3f3063e940768ca1c1b28a6ecdbd415d92350b
ann-edition.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-edition.png,png,Website,Website source or deployed/static asset,2026-06-26T14:21:34-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-edition.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-edition.png,CODEX_DRAGON_WORKING_COPY,2331235,e1356bbfd06d4b18f90697f8c60e8e1853dbba49045988b66b45c06ee5d8666b
ann-encounter-2.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-encounter-2.png,png,Website,Website source or deployed/static asset,2026-06-26T13:34:07-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-encounter.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/collection/ann-encounter.png,CODEX_DRAGON_WORKING_COPY,2250126,c42248a9cd7784ef9fa7bda72f86cc84d44c7d05d099d36d9d6edd219aeae9fc
ann-encounter.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-encounter.png,png,Website,Website source or deployed/static asset,2026-06-26T14:24:27-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-encounter.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-encounter.png,CODEX_DRAGON_WORKING_COPY,2265930,240654b33aa32b1718683c17abb2ebc0591ca654c74ac70aff7c8fc14279838f
ann-encounters.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-encounters.png,png,Website,Website source or deployed/static asset,2026-06-26T12:18:53-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-encounters.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-encounters.png,CODEX_DRAGON_WORKING_COPY,2221862,e191b81fff03d9e6a571063f8940aedb8463459a5fe7e04fddae90fe03492b3b
ann-figure.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-figure.png,png,Website,Website source or deployed/static asset,2026-06-26T12:23:57-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-figure.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-figure.png,CODEX_DRAGON_WORKING_COPY,2030623,d1c1bda56e7af61b35358c4434e73e4d42ef1d38ba068ec6f36824f52895a82c
ann-header-1.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-header-1.png,png,Website,Website source or deployed/static asset,2026-06-26T12:30:15-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-1.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-1.png,CODEX_DRAGON_WORKING_COPY,2071519,b4ae06a4971ba7ed3b70a686a74d8db13103042307e10d0a6c55fe8b48600a9f
ann-header-2.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-header-2.png,png,Website,Website source or deployed/static asset,2026-06-26T12:30:40-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-2.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-2.png,CODEX_DRAGON_WORKING_COPY,2246090,37d265fee6225dfcb2f17ef45a6903f6a6e94e0dec0c41d484ca8b9842eeff2b
ann-header-3.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ann-header-3.png,png,Website,Website source or deployed/static asset,2026-06-26T14:37:58-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-3.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ann-header-3.png,CODEX_DRAGON_WORKING_COPY,1942559,526cde19fc9a53cd7609d1c3a2696af9dc1d7e4be0890d81d1b2a6252ed30695
ballerina-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ballerina-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T12:17:42-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ballerina-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ballerina-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,148671,9d6f70df22de5c37f829557e2b889dbc035d814b0752855fb37c9024dec1166b
ballerina-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ballerina-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-24T13:28:04-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/05_Ballerina/Figure_Edition/Ballerina_Figure_Edition_Contact_Sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/05_Ballerina/Figure_Edition/Ballerina_Figure_Edition_Contact_Sheet.png,CODEX_DRAGON_WORKING_COPY,2167279,0763a95bf090a27f9d1bdfd656388cfd7f4a7ad2b377828ca521002c930f162b
ballerina-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/ballerina-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-06-25T13:27:43-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ballerina-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/ballerina-figure.jpg,CODEX_DRAGON_WORKING_COPY,131673,e03cf59892b50fd0138899bafe7b732cdca0a1e662b13e66366b0c988b39e45a
bowls-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/bowls-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T12:17:42-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/bowls-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/bowls-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,187075,cc05acfb6c09c886dcafd95684b7f0aca88a54d512201b7843d4067e1fa86d48
bowls-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/bowls-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-24T13:28:04-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/Figure_Edition/Bowls_Figure_Edition_Contact_Sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/09_Bowls/Figure_Edition/Bowls_Figure_Edition_Contact_Sheet.png,CODEX_DRAGON_WORKING_COPY,2668246,286653b4e07c49e61f7b4565e32147e1a5e1c1583cb1d7ae852d10870028354e
bowls-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/bowls-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T09:27:30-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/bowls-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/bowls-figure.jpg,CODEX_DRAGON_WORKING_COPY,535982,2f5fede48c8319b01ebe9338e533c576b9e4dd16cabc1b4a7b1e3b98242815c9
dragon-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T12:17:42-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,144479,92730c915052ae2f3fd8e4b05597f3eaa658971d765c8f12723a9c4956b1b137
dragon-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-24T13:28:03-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/02_Dragon/Figure_Edition/Archive/Dragon_Figure_Edition_Contact_Sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/02_Dragon/Figure_Edition/Archive/Dragon_Figure_Edition_Contact_Sheet.png,CODEX_DRAGON_WORKING_COPY,2088606,15d162915aeb7d6b3da0a7cb583ff0e561dffa0fbc2312f60fd5603fef1428a5
dragon-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-06-25T13:27:42-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon-figure.jpg,CODEX_DRAGON_WORKING_COPY,515178,9e24a52419ccc7f24d8c448c8b0a2637fe4698c93a26a7489beda4714a220d03
colophon-band.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/colophon-band.png,png,Website,Website source or deployed/static asset,2026-07-12T16:47:32-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/colophon-band.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/colophon-band.png,CODEX_DRAGON_WORKING_COPY,729140,935880c465ce82442feb78030e78cc49ad5d3832ec688ab1903ded832188b54f
colophon-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/colophon-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T15:27:04-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/colophon-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/colophon-bg.jpg,CODEX_DRAGON_WORKING_COPY,169558,37aa4f9f8f7a58641ba5619543fe21e05337ee7fa4ae564673b3ee38d4a3190c
encounter-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/encounter-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T16:30:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/encounter-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/encounter-bg.jpg,CODEX_DRAGON_WORKING_COPY,143022,315687f6c197e064b14b87de5c0674b22b9b7ee9cc2c8d179feca9636044da63
frontispiece-desktop.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/frontispiece-desktop.jpg,jpg,Website,Website source or deployed/static asset,2026-07-25T17:06:08-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-desktop.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-desktop.jpg,CODEX_DRAGON_WORKING_COPY,204467,1f67191baf292c8f000b81bbd99ad4116b1d54460fe4867cd43c5d6c3f8bb7d3
frontispiece-mobile.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/frontispiece-mobile.jpg,jpg,Website,Website source or deployed/static asset,2026-07-25T17:06:08-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-mobile.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-mobile.jpg,CODEX_DRAGON_WORKING_COPY,43434,3ae32276a6ec19220ccce6bb7c527e8d81bf0d58b2924f15495641c1b7300212
